ID,Category,Question,Conditions
957,Branch Comparison,Food Technology vs Biotechnology which is better?,"comparison=branch, branch=Food Technology, branch=Biotechnology"
958,Branch Comparison,Robotics vs Mechatronics which is more advanced?,"comparison=branch, branch=Robotics and Automation, branch=Mechatronics"
959,Branch Comparison,Is Data Science better than CSE in 2025?,"comparison=branch, branch=AI & Data Science, branch=CSE"
960,Branch Comparison,Industrial Engineering vs Mechanical which is better?,"comparison=branch, branch=Industrial Engineering, branch=Mechanical Engineering"
961,Branch Comparison,CSE or Civil which has more job opportunities?,"comparison=branch, branch=CSE, branch=Civil Engineering"
962,Branch Comparison,AI branch vs traditional CSE - which to choose in TNEA?,"comparison=branch, branch=AI & Data Science, branch=CSE"
963,Branch Comparison,Mechanical vs EEE which is better for core jobs?,"comparison=branch, branch=Mechanical Engineering, branch=EEE"
964,Branch Comparison,Which branch between CSE and IT has more seats in government colleges?,"comparison=branch, branch=CSE, branch=Information Technology, ownership=Government"
965,Branch Comparison,ECE or Mechatronics which is better?,"comparison=branch, branch=ECE, branch=Mechatronics"
966,Branch Comparison,Biomedical or Biotechnology which has better abroad scope?,"comparison=branch, branch=Biomedical Engineering, branch=Biotechnology"
967,Branch Comparison,Is Chemical Engineering better than Mechanical in salary?,"comparison=branch, branch=Chemical Engineering, branch=Mechanical Engineering"
968,Branch Comparison,CSE or AI&ML which should I choose for 2025?,"comparison=branch, branch=CSE, branch=AI & ML"
969,Branch Comparison,Civil Engineering or Architecture which is better to study?,"comparison=branch, branch=Civil Engineering"
970,Branch Comparison,Petrochemical vs Chemical Engineering scope comparison?,"comparison=branch, branch=Petrochemical Engineering, branch=Chemical Engineering"
971,Branch Comparison,Is EEE branch declining or still good?,"comparison=branch, branch=EEE"
972,Branch Comparison,CSE or Automobile Engineering better?,"comparison=branch, branch=CSE, branch=Automobile Engineering"
973,Branch Comparison,ECE or Aeronautical Engineering for government jobs?,"comparison=branch, branch=ECE, branch=Aeronautical Engineering"
974,Branch Comparison,Which branch is best for GATE preparation?,"comparison=branch"
975,Branch Comparison,IT or ECE which branch to prefer?,"comparison=branch, branch=Information Technology, branch=ECE"
976,Branch Comparison,Is Food Technology worth doing in Tamil Nadu?,"comparison=branch, branch=Food Technology"
977,Branch Comparison,Robotics or Mechanical which is better for manufacturing jobs?,"comparison=branch, branch=Robotics and Automation, branch=Mechanical Engineering"
978,Branch Comparison,AI&DS or EEE which is better for future?,"comparison=branch, branch=AI & Data Science, branch=EEE"
979,Branch Comparison,Mechatronics vs Automobile which is better?,"comparison=branch, branch=Mechatronics, branch=Automobile Engineering"
980,Branch Comparison,Industrial Engineering vs Civil Engineering career comparison?,"comparison=branch, branch=Industrial Engineering, branch=Civil Engineering"
981,Safe / Moderate / Ambitious,Give me safe colleges for 180 cutoff.,"cutoff=180, safety=safe"
982,Safe / Moderate / Ambitious,Show moderate and ambitious colleges for my cutoff 175.,"cutoff=175, safety=moderate, safety=ambitious"
983,Safe / Moderate / Ambitious,Give me 10 safe CSE choices with 182 cutoff.,"cutoff=182, branch=CSE, safety=safe"
984,Safe / Moderate / Ambitious,What are my ambitious colleges with 175 cutoff?,"cutoff=175, safety=ambitious"
985,Safe / Moderate / Ambitious,Safe colleges for 165 cutoff?,"cutoff=165, safety=safe"
986,Safe / Moderate / Ambitious,Show safe moderate and ambitious colleges for 185 cutoff.,"cutoff=185, safety=safe, safety=moderate, safety=ambitious"
987,Safe / Moderate / Ambitious,I have 170 cutoff. Give me safe CSE colleges in Coimbatore.,"cutoff=170, branch=CSE, district=Coimbatore, safety=safe"
988,Safe / Moderate / Ambitious,What are ambitious colleges for 190 cutoff?,"cutoff=190, safety=ambitious"
989,Safe / Moderate / Ambitious,Moderate choices for 172 cutoff in CSE?,"cutoff=172, branch=CSE, safety=moderate"
990,Safe / Moderate / Ambitious,Give me safe and moderate colleges for 168 cutoff.,"cutoff=168, safety=safe, safety=moderate"
991,Safe / Moderate / Ambitious,Safe ECE colleges for 176 cutoff in Chennai?,"cutoff=176, branch=ECE, district=Chennai, safety=safe"
992,Safe / Moderate / Ambitious,I have 178 cutoff. Show my ambitious choices for CSE.,"cutoff=178, branch=CSE, safety=ambitious"
993,Safe / Moderate / Ambitious,Moderate colleges for 162 cutoff?,"cutoff=162, safety=moderate"
994,Safe / Moderate / Ambitious,Safe choices in Coimbatore for 180 cutoff?,"cutoff=180, district=Coimbatore, safety=safe"
995,Safe / Moderate / Ambitious,Give ambitious college list for 195 cutoff.,"cutoff=195, safety=ambitious"
996,Safe / Moderate / Ambitious,Safe colleges for 155 cutoff in Tamil Nadu?,"cutoff=155, safety=safe"
997,Safe / Moderate / Ambitious,Moderate ECE colleges for 173 cutoff?,"cutoff=173, branch=ECE, safety=moderate"
998,Safe / Moderate / Ambitious,Safe IT colleges for 177 cutoff in Madurai?,"cutoff=177, branch=Information Technology, district=Madurai, safety=safe"
999,Safe / Moderate / Ambitious,What are safe choices for government colleges with 180 cutoff?,"cutoff=180, ownership=Government, safety=safe"
1000,Safe / Moderate / Ambitious,Give safe moderate ambitious list for 187 cutoff CSE.,"cutoff=187, branch=CSE, safety=safe, safety=moderate, safety=ambitious"
1001,Safe / Moderate / Ambitious,My cutoff is 165. Give me safe college options.,"cutoff=165, safety=safe"
1002,Safe / Moderate / Ambitious,Ambitious colleges for 183 cutoff in Chennai?,"cutoff=183, district=Chennai, safety=ambitious"
1003,Safe / Moderate / Ambitious,Show safe CSE colleges for 170 cutoff near Chennai.,"cutoff=170, branch=CSE, district=Chennai, safety=safe"
1004,Safe / Moderate / Ambitious,Moderate choices for Mechanical Engineering 175 cutoff?,"cutoff=175, branch=Mechanical Engineering, safety=moderate"
1005,Safe / Moderate / Ambitious,Safe colleges for 158 cutoff in Coimbatore?,"cutoff=158, district=Coimbatore, safety=safe"
1006,Safe / Moderate / Ambitious,I have 193 cutoff. What are the most ambitious colleges?,"cutoff=193, safety=ambitious"
1007,Safe / Moderate / Ambitious,Safe and moderate CSE colleges for 180 cutoff in Madurai?,"cutoff=180, branch=CSE, district=Madurai, safety=safe, safety=moderate"
1008,Safe / Moderate / Ambitious,Moderate IT colleges for 169 cutoff?,"cutoff=169, branch=Information Technology, safety=moderate"
1009,Safe / Moderate / Ambitious,Give safe autonomous CSE colleges for 178 cutoff.,"cutoff=178, branch=CSE, autonomous=yes, safety=safe"
1010,Safe / Moderate / Ambitious,Ambitious government colleges for 190 cutoff?,"cutoff=190, ownership=Government, safety=ambitious"
1011,Safe / Moderate / Ambitious,Safe Mechanical colleges for 164 cutoff?,"cutoff=164, branch=Mechanical Engineering, safety=safe"
1012,Safe / Moderate / Ambitious,I have 174 cutoff. Show safe ECE colleges near Coimbatore.,"cutoff=174, branch=ECE, district=Coimbatore, safety=safe"
1013,Safe / Moderate / Ambitious,Moderate and ambitious choices for 181 cutoff CSE?,"cutoff=181, branch=CSE, safety=moderate, safety=ambitious"
1014,Safe / Moderate / Ambitious,Safe colleges for 148 cutoff any branch?,"cutoff=148, safety=safe"
1015,Safe / Moderate / Ambitious,Ambitious CSE colleges for 199 cutoff?,"cutoff=199, branch=CSE, safety=ambitious"
1016,Safe / Moderate / Ambitious,Safe government aided colleges for 172 cutoff?,"cutoff=172, ownership=Government Aided, safety=safe"
1017,Safe / Moderate / Ambitious,Moderate autonomous colleges for 185 cutoff CSE?,"cutoff=185, branch=CSE, autonomous=yes, safety=moderate"
1018,Safe / Moderate / Ambitious,Give me safe and moderate choices for 160 cutoff.,"cutoff=160, safety=safe, safety=moderate"
1019,Safe / Moderate / Ambitious,Ambitious government colleges for 188 cutoff in Coimbatore?,"cutoff=188, district=Coimbatore, ownership=Government, safety=ambitious"
1020,Safe / Moderate / Ambitious,Safe CSE colleges for 176 cutoff in Salem?,"cutoff=176, branch=CSE, district=Salem, safety=safe"
1021,Safe / Moderate / Ambitious,Show ambitious colleges for 196 cutoff.,"cutoff=196, safety=ambitious"
1022,Safe / Moderate / Ambitious,Moderate Mechanical Engineering colleges for 163 cutoff?,"cutoff=163, branch=Mechanical Engineering, safety=moderate"
1023,Safe / Moderate / Ambitious,Safe ECE and CSE colleges for 179 cutoff.,"cutoff=179, branch=ECE, branch=CSE, safety=safe"
1024,Safe / Moderate / Ambitious,I have 171 cutoff. Moderate choices in Coimbatore.,"cutoff=171, district=Coimbatore, safety=moderate"
1025,Safe / Moderate / Ambitious,Safe IT colleges for 153 cutoff?,"cutoff=153, branch=Information Technology, safety=safe"
1026,Safe / Moderate / Ambitious,Ambitious AI&DS colleges for 190 cutoff?,"cutoff=190, branch=AI & Data Science, safety=ambitious"
1027,Safe / Moderate / Ambitious,Safe colleges for MBC student 175 cutoff?,"community=MBC, cutoff=175, safety=safe"
1028,Safe / Moderate / Ambitious,Moderate government colleges for 182 cutoff?,"cutoff=182, ownership=Government, safety=moderate"
1029,Safe / Moderate / Ambitious,Give 5 safe and 5 ambitious choices for 184 cutoff CSE.,"cutoff=184, branch=CSE, safety=safe, safety=ambitious"
1030,Safe / Moderate / Ambitious,Safe colleges for 145 cutoff in Tamil Nadu?,"cutoff=145, safety=safe"
1031,Advanced Multi-Condition,I have 180 cutoff want CSE and prefer autonomous colleges in Coimbatore.,"cutoff=180, branch=CSE, autonomous=yes, district=Coimbatore"
1032,Advanced Multi-Condition,Show government colleges in Chennai for ECE with good placements and low fees.,"district=Chennai, branch=ECE, ownership=Government, placement=good, fees=low"
1033,Advanced Multi-Condition,I have 175 cutoff and belong to BC. Give me autonomous CSE colleges near Chennai.,"cutoff=175, community=BC, branch=CSE, autonomous=yes, district=Chennai"
1034,Advanced Multi-Condition,Which self-financing colleges in Villupuram offer Chemical Engineering with hostel facilities?,"district=Villupuram, branch=Chemical Engineering, ownership=Self-Financing, hostel=yes"
1035,Advanced Multi-Condition,I have 165 cutoff. Show government-aided Mechanical colleges in Salem with good placements.,"cutoff=165, branch=Mechanical Engineering, district=Salem, ownership=Government Aided, placement=good"
1036,Advanced Multi-Condition,Give me CSE colleges in Coimbatore with hostel good placement and fees below 1 lakh.,"branch=CSE, district=Coimbatore, hostel=yes, placement=good, fees=below 1 lakh"
1037,Advanced Multi-Condition,I have 180 cutoff and want an autonomous college with CSE or AI&DS near Chennai.,"cutoff=180, branch=CSE, branch=AI & Data Science, autonomous=yes, district=Chennai"
1038,Advanced Multi-Condition,Which colleges in Villupuram offer Petrochemical Engineering have hostel facilities and are suitable for 170 cutoff?,"district=Villupuram, branch=Petrochemical Engineering, hostel=yes, cutoff=170"
1039,Advanced Multi-Condition,Show me government or government-aided colleges for ECE with 175 cutoff.,"ownership=Government, ownership=Government Aided, branch=ECE, cutoff=175"
1040,Advanced Multi-Condition,I have 185 cutoff. Give me safe and moderate autonomous CSE colleges in Chennai and Chengalpattu.,"cutoff=185, branch=CSE, autonomous=yes, district=Chennai, district=Chengalpattu, safety=safe, safety=moderate"
1041,Advanced Multi-Condition,BC student 178 cutoff wants autonomous CSE college in Coimbatore with good placement.,"community=BC, cutoff=178, branch=CSE, autonomous=yes, district=Coimbatore, placement=good"
1042,Advanced Multi-Condition,I have 172 cutoff. Show government colleges in Madurai for Mechanical Engineering with hostel.,"cutoff=172, ownership=Government, district=Madurai, branch=Mechanical Engineering, hostel=yes"
1043,Advanced Multi-Condition,MBC student 185 cutoff wants CSE in autonomous college near Chennai with low fees.,"community=MBC, cutoff=185, branch=CSE, autonomous=yes, district=Chennai, fees=low"
1044,Advanced Multi-Condition,Show self-financing autonomous colleges in Coimbatore for ECE with placement above 80%.,"ownership=Self-Financing, autonomous=yes, district=Coimbatore, branch=ECE, placement=above 80%"
1045,Advanced Multi-Condition,I have 168 cutoff. Government or government-aided EEE colleges in Salem with hostel?,"cutoff=168, ownership=Government, ownership=Government Aided, branch=EEE, district=Salem, hostel=yes"
1046,Advanced Multi-Condition,OC student with 190 cutoff wants top autonomous CSE college in Chennai for software jobs.,"community=OC, cutoff=190, branch=CSE, autonomous=yes, district=Chennai, placement=software jobs"
1047,Advanced Multi-Condition,Colleges in Coimbatore for CSE with cutoff 180 autonomous and fees below 1 lakh.,"district=Coimbatore, branch=CSE, cutoff=180, autonomous=yes, fees=below 1 lakh"
1048,Advanced Multi-Condition,I am SC student with 162 cutoff. Which government colleges in Tiruchirappalli for Mechanical?,"community=SC, cutoff=162, ownership=Government, district=Tiruchirappalli, branch=Mechanical Engineering"
1049,Advanced Multi-Condition,Show government-aided CSE colleges in Coimbatore for 175 cutoff with good placements.,"ownership=Government Aided, branch=CSE, district=Coimbatore, cutoff=175, placement=good"
1050,Advanced Multi-Condition,I have 182 cutoff. Autonomous private colleges in Chennai for AI&DS with hostel.,"cutoff=182, autonomous=yes, ownership=Private, district=Chennai, branch=AI & Data Science, hostel=yes"
1051,Advanced Multi-Condition,BC student 170 cutoff self-financing CSE college in Madurai with hostel and good transport.,"community=BC, cutoff=170, ownership=Self-Financing, branch=CSE, district=Madurai, hostel=yes, transport=yes"
1052,Advanced Multi-Condition,Which autonomous colleges in Coimbatore offer IT with fees below 1 lakh and good placement?,"autonomous=yes, district=Coimbatore, branch=Information Technology, fees=below 1 lakh, placement=good"
1053,Advanced Multi-Condition,I have 177 cutoff. Show safe government or government-aided ECE colleges in Chennai.,"cutoff=177, safety=safe, ownership=Government, ownership=Government Aided, branch=ECE, district=Chennai"
1054,Advanced Multi-Condition,MBC student 180 cutoff wants CSE college near Salem with hostel facility.,"community=MBC, cutoff=180, branch=CSE, district=Salem, hostel=yes"
1055,Advanced Multi-Condition,Autonomous government colleges in Coimbatore for CSE with good placement?,"autonomous=yes, ownership=Government, district=Coimbatore, branch=CSE, placement=good"
1056,Advanced Multi-Condition,I have 173 cutoff. Show government colleges in Tamil Nadu for Chemical Engineering with hostel.,"cutoff=173, ownership=Government, branch=Chemical Engineering, hostel=yes"
1057,Advanced Multi-Condition,SC student 175 cutoff. Safe government colleges for ECE in Coimbatore.,"community=SC, cutoff=175, safety=safe, ownership=Government, branch=ECE, district=Coimbatore"
1058,Advanced Multi-Condition,Show private autonomous CSE colleges in Chennai for 185 cutoff with placement above 10 LPA.,"ownership=Private, autonomous=yes, branch=CSE, district=Chennai, cutoff=185, placement=above 10 LPA"
1059,Advanced Multi-Condition,I want IT colleges in Coimbatore cutoff around 175 with hostel and good placement.,"branch=Information Technology, district=Coimbatore, cutoff=175, hostel=yes, placement=good"
1060,Advanced Multi-Condition,OC student 193 cutoff. Ambitious autonomous CSE colleges near Chennai.,"community=OC, cutoff=193, safety=ambitious, autonomous=yes, branch=CSE, district=Chennai"
1061,Advanced Multi-Condition,I have 160 cutoff. Self-financing colleges in Madurai for Mechanical with hostel.,"cutoff=160, ownership=Self-Financing, district=Madurai, branch=Mechanical Engineering, hostel=yes"
1062,Advanced Multi-Condition,BC student 183 cutoff. Government aided autonomous CSE colleges in Coimbatore.,"community=BC, cutoff=183, ownership=Government Aided, autonomous=yes, branch=CSE, district=Coimbatore"
1063,Advanced Multi-Condition,Show low-fee autonomous CSE colleges in Coimbatore for 178 cutoff with good placements.,"fees=low, autonomous=yes, branch=CSE, district=Coimbatore, cutoff=178, placement=good"
1064,Advanced Multi-Condition,I have 155 cutoff. Any government college for Mechanical Engineering in Erode or Salem?,"cutoff=155, ownership=Government, branch=Mechanical Engineering, district=Erode, district=Salem"
1065,Advanced Multi-Condition,MBC student 176 cutoff wants AI&DS college in Coimbatore with hostel and low fees.,"community=MBC, cutoff=176, branch=AI & Data Science, district=Coimbatore, hostel=yes, fees=low"
1066,Advanced Multi-Condition,Show non-autonomous self-financing colleges in Madurai for CSE with good placement.,"autonomous=no, ownership=Self-Financing, district=Madurai, branch=CSE, placement=good"
1067,Advanced Multi-Condition,I have 188 cutoff and I am OC. Show me ambitious government colleges in Tamil Nadu.,"cutoff=188, community=OC, safety=ambitious, ownership=Government"
1068,Advanced Multi-Condition,Government colleges in Tiruchirappalli for CSE with cutoff 185 and good placement.,"ownership=Government, district=Tiruchirappalli, branch=CSE, cutoff=185, placement=good"
1069,Advanced Multi-Condition,SCA student 165 cutoff. Safe self-financing CSE colleges in Madurai with hostel.,"community=SCA, cutoff=165, safety=safe, ownership=Self-Financing, branch=CSE, district=Madurai, hostel=yes"
1070,Advanced Multi-Condition,Which autonomous government aided colleges in Coimbatore have ECE with good placements for 180 cutoff?,"autonomous=yes, ownership=Government Aided, district=Coimbatore, branch=ECE, placement=good, cutoff=180"
1071,Advanced Multi-Condition,I have 170 cutoff. Show moderate choices for CSE in autonomous colleges near Chennai with low fees.,"cutoff=170, safety=moderate, branch=CSE, autonomous=yes, district=Chennai, fees=low"
1072,Advanced Multi-Condition,BC student with 185 cutoff wants autonomous AI&DS college in Chennai with hostel.,"community=BC, cutoff=185, autonomous=yes, branch=AI & Data Science, district=Chennai, hostel=yes"
1073,Advanced Multi-Condition,Show government or government-aided colleges in Salem for Mechanical with hostel and 170 cutoff.,"ownership=Government, ownership=Government Aided, district=Salem, branch=Mechanical Engineering, hostel=yes, cutoff=170"
1074,Advanced Multi-Condition,I have 192 cutoff OC category. Top autonomous CSE colleges in Chennai with placement above 15 LPA.,"cutoff=192, community=OC, autonomous=yes, branch=CSE, district=Chennai, placement=above 15 LPA"
1075,Advanced Multi-Condition,Show self-financing IT colleges in Coimbatore with cutoff 178 hostel and fees below 1 lakh.,"ownership=Self-Financing, branch=Information Technology, district=Coimbatore, cutoff=178, hostel=yes, fees=below 1 lakh"
1076,Advanced Multi-Condition,I am MBC 168 cutoff. Government aided Mechanical colleges in Salem with good placement.,"community=MBC, cutoff=168, ownership=Government Aided, branch=Mechanical Engineering, district=Salem, placement=good"
1077,Advanced Multi-Condition,Autonomous CSE colleges in Madurai with cutoff around 180 and hostel facility.,"autonomous=yes, branch=CSE, district=Madurai, cutoff=180, hostel=yes"
1078,Advanced Multi-Condition,Which government colleges in Tamil Nadu have Mechanical Engineering with hostel for 165 cutoff?,"ownership=Government, branch=Mechanical Engineering, hostel=yes, cutoff=165"
1079,Advanced Multi-Condition,Show low fee government aided CSE colleges in Coimbatore with good placement for 175 cutoff.,"fees=low, ownership=Government Aided, branch=CSE, district=Coimbatore, placement=good, cutoff=175"
1080,Advanced Multi-Condition,I have 182 cutoff. SC student. Autonomous CSE colleges in Coimbatore with low fees.,"cutoff=182, community=SC, autonomous=yes, branch=CSE, district=Coimbatore, fees=low"
1081,Advanced Multi-Condition,OC student 197 cutoff. Top CSE colleges in Tamil Nadu with best placements autonomous.,"community=OC, cutoff=197, branch=CSE, placement=best, autonomous=yes"
1082,Advanced Multi-Condition,Show safe autonomous EEE colleges in Coimbatore for 172 cutoff BC student.,"safety=safe, autonomous=yes, branch=EEE, district=Coimbatore, cutoff=172, community=BC"
1083,Advanced Multi-Condition,I have 163 cutoff. Government or government-aided IT colleges in Madurai with hostel.,"cutoff=163, ownership=Government, ownership=Government Aided, branch=Information Technology, district=Madurai, hostel=yes"
1084,Advanced Multi-Condition,MBC student 179 cutoff wants CSE in autonomous college with hostel near Coimbatore.,"community=MBC, cutoff=179, branch=CSE, autonomous=yes, hostel=yes, district=Coimbatore"
1085,Advanced Multi-Condition,Show government-aided autonomous colleges in Chennai for AI&DS with 185 cutoff and placement.,"ownership=Government Aided, autonomous=yes, district=Chennai, branch=AI & Data Science, cutoff=185, placement=good"
1086,Advanced Multi-Condition,ST student 153 cutoff. Any self-financing CSE college in Madurai with hostel and low fees.,"community=ST, cutoff=153, ownership=Self-Financing, branch=CSE, district=Madurai, hostel=yes, fees=low"
1087,Advanced Multi-Condition,I have 188 cutoff. Ambitious autonomous CSE colleges in Chennai with placement above 12 LPA.,"cutoff=188, safety=ambitious, autonomous=yes, branch=CSE, district=Chennai, placement=above 12 LPA"
1088,Advanced Multi-Condition,Show private colleges in Coimbatore for Mechanical with hostel cutoff 170 and good placement.,"ownership=Private, district=Coimbatore, branch=Mechanical Engineering, hostel=yes, cutoff=170, placement=good"
1089,Advanced Multi-Condition,BCM student 174 cutoff. CSE or AI&DS in autonomous college near Chennai.,"community=BCM, cutoff=174, branch=CSE, branch=AI & Data Science, autonomous=yes, district=Chennai"
1090,Advanced Multi-Condition,Show low fee government colleges in Tamil Nadu for ECE with hostel and 175 cutoff.,"fees=low, ownership=Government, branch=ECE, hostel=yes, cutoff=175"
1091,Advanced Multi-Condition,I have 186 cutoff. Government college in Coimbatore for CSE with hostel and good placement.,"cutoff=186, ownership=Government, district=Coimbatore, branch=CSE, hostel=yes, placement=good"
1092,Advanced Multi-Condition,OC student 191 cutoff. Show autonomous government colleges in Tiruchirappalli for ECE.,"community=OC, cutoff=191, autonomous=yes, ownership=Government, district=Tiruchirappalli, branch=ECE"
1093,Advanced Multi-Condition,Which government aided colleges in Coimbatore have CSE and AI&DS for 180 cutoff?,"ownership=Government Aided, district=Coimbatore, branch=CSE, branch=AI & Data Science, cutoff=180"
1094,Advanced Multi-Condition,I have 158 cutoff. Self-financing ECE college in Vellore with hostel and transport.,"cutoff=158, ownership=Self-Financing, branch=ECE, district=Vellore, hostel=yes, transport=yes"
1095,Advanced Multi-Condition,MBC 180 cutoff wants autonomous CSE college in Coimbatore with good placement and low fees.,"community=MBC, cutoff=180, autonomous=yes, branch=CSE, district=Coimbatore, placement=good, fees=low"
1096,Advanced Multi-Condition,Show government colleges in South Tamil Nadu for Mechanical Engineering 165 cutoff with hostel.,"ownership=Government, branch=Mechanical Engineering, cutoff=165, hostel=yes"
1097,Advanced Multi-Condition,BC student 177 cutoff. Moderate autonomous CSE college near Chennai with placement.,"community=BC, cutoff=177, safety=moderate, autonomous=yes, branch=CSE, district=Chennai, placement=good"
1098,Advanced Multi-Condition,I have 162 cutoff. Government aided colleges in Erode for Mechanical with hostel facility.,"cutoff=162, ownership=Government Aided, district=Erode, branch=Mechanical Engineering, hostel=yes"
1099,Advanced Multi-Condition,OC student 185 cutoff. Autonomous IT or CSE colleges in Coimbatore with good placement.,"community=OC, cutoff=185, autonomous=yes, branch=Information Technology, branch=CSE, district=Coimbatore, placement=good"
1100,Advanced Multi-Condition,Which autonomous private colleges in Chennai offer AI&DS with hostel for 182 cutoff?,"autonomous=yes, ownership=Private, district=Chennai, branch=AI & Data Science, hostel=yes, cutoff=182"
1101,Advanced Multi-Condition,I have 171 cutoff. Show safe self-financing Mechanical colleges in Madurai with hostel.,"cutoff=171, safety=safe, ownership=Self-Financing, branch=Mechanical Engineering, district=Madurai, hostel=yes"
1102,Advanced Multi-Condition,SC student 178 cutoff. Government or government-aided CSE colleges in Tamil Nadu.,"community=SC, cutoff=178, ownership=Government, ownership=Government Aided, branch=CSE"
1103,Advanced Multi-Condition,Show autonomous colleges in Coimbatore for AI&ML with 183 cutoff and hostel.,"autonomous=yes, district=Coimbatore, branch=AI & ML, cutoff=183, hostel=yes"
1104,Advanced Multi-Condition,I have 167 cutoff. Private CSE colleges in Madurai with fees below 1 lakh and hostel.,"cutoff=167, ownership=Private, branch=CSE, district=Madurai, fees=below 1 lakh, hostel=yes"
1105,Advanced Multi-Condition,MBC student 190 cutoff. Ambitious CSE college in Coimbatore or Chennai with placement above 10 LPA.,"community=MBC, cutoff=190, safety=ambitious, branch=CSE, district=Coimbatore, district=Chennai, placement=above 10 LPA"
1106,Advanced Multi-Condition,Which government-aided autonomous colleges in Madurai offer ECE for 175 cutoff with hostel?,"ownership=Government Aided, autonomous=yes, district=Madurai, branch=ECE, cutoff=175, hostel=yes"
1107,Advanced Multi-Condition,I have 174 cutoff. Moderate CSE colleges in Salem or Namakkal with hostel.,"cutoff=174, safety=moderate, branch=CSE, district=Salem, district=Namakkal, hostel=yes"
1108,Advanced Multi-Condition,OC student 194 cutoff. Top autonomous CSE colleges in Tamil Nadu with placement above 10 LPA.,"community=OC, cutoff=194, autonomous=yes, branch=CSE, placement=above 10 LPA"
1109,Advanced Multi-Condition,Show government colleges in Tiruchirappalli for EEE 168 cutoff with hostel and good placement.,"ownership=Government, district=Tiruchirappalli, branch=EEE, cutoff=168, hostel=yes, placement=good"
1110,Advanced Multi-Condition,BC student 181 cutoff wants CSE in Coimbatore autonomous college with fees below 80000.,"community=BC, cutoff=181, branch=CSE, district=Coimbatore, autonomous=yes, fees=below 80000"
1111,Advanced Multi-Condition,I have 169 cutoff. Government-aided Mechanical colleges in Coimbatore with hostel.,"cutoff=169, ownership=Government Aided, branch=Mechanical Engineering, district=Coimbatore, hostel=yes"
1112,Advanced Multi-Condition,SCA student 172 cutoff. Self-financing CSE colleges in Madurai with hostel and low fees.,"community=SCA, cutoff=172, ownership=Self-Financing, branch=CSE, district=Madurai, hostel=yes, fees=low"
1113,Advanced Multi-Condition,Which autonomous private colleges in Coimbatore offer CSE for 187 cutoff with placement above 8 LPA?,"autonomous=yes, ownership=Private, district=Coimbatore, branch=CSE, cutoff=187, placement=above 8 LPA"
1114,Advanced Multi-Condition,I have 163 cutoff MBC category. Government CSE colleges in Tamil Nadu with hostel.,"cutoff=163, community=MBC, ownership=Government, branch=CSE, hostel=yes"
1115,Advanced Multi-Condition,Show moderate and ambitious autonomous CSE colleges near Chennai for 180 cutoff BC student.,"safety=moderate, safety=ambitious, autonomous=yes, branch=CSE, district=Chennai, cutoff=180, community=BC"
1116,Advanced Multi-Condition,Government colleges in Coimbatore for Mechanical Engineering 175 cutoff with hostel and good placement.,"ownership=Government, district=Coimbatore, branch=Mechanical Engineering, cutoff=175, hostel=yes, placement=good"
1117,Advanced Multi-Condition,I have 176 cutoff. Show autonomous IT colleges in Coimbatore with fees below 1 lakh.,"cutoff=176, autonomous=yes, branch=Information Technology, district=Coimbatore, fees=below 1 lakh"
1118,Advanced Multi-Condition,DNC student 160 cutoff. Safe self-financing colleges for ECE in Madurai with hostel.,"community=DNC, cutoff=160, safety=safe, ownership=Self-Financing, branch=ECE, district=Madurai, hostel=yes"
1119,Advanced Multi-Condition,Which government aided colleges in Salem offer CSE for 173 cutoff with good placements?,"ownership=Government Aided, district=Salem, branch=CSE, cutoff=173, placement=good"
1120,Advanced Multi-Condition,I have 195 cutoff OC. Top autonomous government colleges in Tamil Nadu for CSE or ECE.,"cutoff=195, community=OC, autonomous=yes, ownership=Government, branch=CSE, branch=ECE"
1121,Advanced Multi-Condition,BC student 175 cutoff wants safe autonomous CSE colleges in Coimbatore with hostel.,"community=BC, cutoff=175, safety=safe, autonomous=yes, branch=CSE, district=Coimbatore, hostel=yes"
1122,Advanced Multi-Condition,Show private colleges in Madurai for AI&DS with 178 cutoff hostel and good placement.,"ownership=Private, district=Madurai, branch=AI & Data Science, cutoff=178, hostel=yes, placement=good"
1123,Advanced Multi-Condition,I have 166 cutoff. Government aided ECE colleges in Tiruchirappalli with hostel facility.,"cutoff=166, ownership=Government Aided, branch=ECE, district=Tiruchirappalli, hostel=yes"
1124,Advanced Multi-Condition,MBC 184 cutoff autonomous CSE college near Chennai with hostel and placement above 8 LPA.,"community=MBC, cutoff=184, autonomous=yes, branch=CSE, district=Chennai, hostel=yes, placement=above 8 LPA"
1125,Advanced Multi-Condition,Which self-financing autonomous colleges in Coimbatore offer Mechanical for 170 cutoff with hostel?,"ownership=Self-Financing, autonomous=yes, district=Coimbatore, branch=Mechanical Engineering, cutoff=170, hostel=yes"
1126,Advanced Multi-Condition,I have 189 cutoff. Show ambitious government colleges in Tamil Nadu for CSE.,"cutoff=189, safety=ambitious, ownership=Government, branch=CSE"
1127,Advanced Multi-Condition,SC student 170 cutoff. Government college for ECE in Coimbatore with hostel.,"community=SC, cutoff=170, ownership=Government, branch=ECE, district=Coimbatore, hostel=yes"
1128,Advanced Multi-Condition,Show autonomous government aided colleges in Tiruchirappalli for CSE 180 cutoff with placement.,"autonomous=yes, ownership=Government Aided, district=Tiruchirappalli, branch=CSE, cutoff=180, placement=good"
